NamaSPPG,Alamat,Tanggal Opsnal,Provinsi,wilayah,Nama Kepala,Nama Yayasan,Alamat_lengkap
SPPG Bima Lambu Simpasai,"Jalan Lintas Simpasai No. 01, Dusun Mangge Maju, RT 006 RW 003",22-08-2025,NUSA TENGGARA BARAT,Wilayah II,Fadlun Aulia Rahman,,"Bima Lambu Simpasai Jalan Lintas Simpasai No. 01, Dusun Mangge Maju, RT 006 RW 003 NUSA TENGGARA BARAT"
SPPG Bireuen Kota Juang Lhok Awe Teungoh,Jl. Lorong Mesjid Dusun Mulia Desa Lhok Awe Teungoh Kecamatan Kota Juang Kabupaten Bireuen Provinsi Aceh,15-09-2025,ACEH,Wilayah I,Sarah Nadia,,Bireuen Kota Juang Lhok Awe Teungoh Jl. Lorong Mesjid Dusun Mulia Desa Lhok Awe Teungoh Kecamatan Kota Juang Kabupaten Bireuen Provinsi Aceh ACEH
SPPG Bireuen Kuta Blang Meusee,"Dusun A Desa Meuse Kecamatan Kuta Blang Kabupaten Bireuen, Meusee, Kuta Blang, Kabupatan Bireuen, Aceh",28-08-2025,ACEH,Wilayah I,Fahmi Rizki,,"Bireuen Kuta Blang Meusee Dusun A Desa Meuse Kecamatan Kuta Blang Kabupaten Bireuen, Meusee, Kuta Blang, Kabupatan Bireuen, Aceh ACEH"
SPPG Bireuen Simpang Mamplam Blang Kuta Coh,"Jl. Simpang Mamplam Kuta Desa Blang Kuta Kec. Simpang Mamplam Kab. Bireuen , Blang Kuta Coh, Simpang Mamplam, Kab. Bireuen, Aceh",26-09-2025,ACEH,Wilayah I,Aulia Ul Mursalin,,"Bireuen Simpang Mamplam Blang Kuta Coh Jl. Simpang Mamplam Kuta Desa Blang Kuta Kec. Simpang Mamplam Kab. Bireuen , Blang Kuta Coh, Simpang Mamplam, Kab. Bireuen, Aceh ACEH"
SPPG Blitar Wonodadi Kolomayan,"Dusun Kamogan Rt 003 Rw 007 Desa Kolomayan Kecamatan Wonodadi Kabupaten Blitar, Kolomayan, Wonodadi, Kab. Blitar, Jawa Timur",04-10-2025,JAWA TIMUR,Wilayah II,Zannuba Maulidiana Azzahra,,"Blitar Wonodadi Kolomayan Dusun Kamogan Rt 003 Rw 007 Desa Kolomayan Kecamatan Wonodadi Kabupaten Blitar, Kolomayan, Wonodadi, Kab. Blitar, Jawa Timur JAWA TIMUR"
SPPG Blora Blora Andongrejo,"Jl. Raya Andongrejo, Dukuh Ndenguk, Desa Andongrejo, Kecamatan Blora, Kabupaten Blora, Provinsi Jawa Tengah ",28-07-2025,JAWA TENGAH,Wilayah II,Nur Laila ,Yayasan Raudhoh Al Hikmah,"Blora Blora Andongrejo Jl. Raya Andongrejo, Dukuh Ndenguk, Desa Andongrejo, Kecamatan Blora, Kabupaten Blora, Provinsi Jawa Tengah  JAWA TENGAH"
SPPG Blora Jati Tobo,"RT 005/RW 002, Desa Tobo, Kecamatan Jati, Kabupaten Blora, Provinsi Jawa Tengah",23-08-2025,JAWA TENGAH,Wilayah II,Biondi Destriatma Putra,,"Blora Jati Tobo RT 005/RW 002, Desa Tobo, Kecamatan Jati, Kabupaten Blora, Provinsi Jawa Tengah JAWA TENGAH"
SPPG Blora Kedungtuban Tanjung 2,"Jl. Sogo Gondel Rt 008 Rw 001 Desa Tanjung Kecamatan Kedungtuban Kabupaten Blora, Jawa Tengah",04-10-2025,JAWA TENGAH,Wilayah II,Mohamad Risjal,,"Blora Kedungtuban Tanjung 2 Jl. Sogo Gondel Rt 008 Rw 001 Desa Tanjung Kecamatan Kedungtuban Kabupaten Blora, Jawa Tengah JAWA TENGAH"
SPPG Blora Kradenan Sumber,"Jln. Dukuh Tambak RT 001 RW 013, Desa Sumber, Kecamatan Kradenan, Kabupaten Blora, Jawa Tengah",04-08-2025,JAWA TENGAH,Wilayah II,Dimas Wahyu Nanda,,"Blora Kradenan Sumber Jln. Dukuh Tambak RT 001 RW 013, Desa Sumber, Kecamatan Kradenan, Kabupaten Blora, Jawa Tengah JAWA TENGAH"
SPPG Blora Randublatung Sumberejo,"Jl. Randublatung - Cepu Km.4 Dukuh Jape Desa Sumberejo, Randublatung",17-03-2025,JAWA TENGAH,Wilayah II,Sofyan Syaefudin,Yayasan Ittibaa Ul Ihsan,"Blora Randublatung Sumberejo Jl. Randublatung - Cepu Km.4 Dukuh Jape Desa Sumberejo, Randublatung JAWA TENGAH"
SPPG Boalemo Tilamuta Hungayonaa,"Jalan Perumahan Permata Coco, Desa Hugayonaa, Kecamatan Tilamuta, Kabupaten Boalemo, Provinsi Gorontalo",18-08-2025,GORONTALO,Wilayah III,Riska Sidiki,,"Boalemo Tilamuta Hungayonaa Jalan Perumahan Permata Coco, Desa Hugayonaa, Kecamatan Tilamuta, Kabupaten Boalemo, Provinsi Gorontalo GORONTALO"
SPPG Bogor Tamansari Sukajadi,"Kampung Gadog Kaler Rt/Rw 01/03, Desa Sukajadi, Kecamatan Tamansari Kab.&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;nbsp;Bogor Bogor, Provinsi Jawa Barat",10-09-2025,JAWA BARAT,Wilayah II,Wahyu Febrian,,"Bogor Tamansari Sukajadi Kampung Gadog Kaler Rt/Rw 01/03, Desa Sukajadi, Kecamatan Tamansari Kab.&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;nbsp;Bogor Bogor, Provinsi Jawa Barat JAWA BARAT"
SPPG Bojonegoro Balen Sidobandung,"Gang Sawo 2 Dusun Kekarah Rt. 004 Rw. 001 Desa Sidobandung Kec. Kapas Kab. Bojonegoro, Jawa Timur",28-09-2025,JAWA TIMUR,Wilayah II,Katon Bayu Wicaksono,,"Bojonegoro Balen Sidobandung Gang Sawo 2 Dusun Kekarah Rt. 004 Rw. 001 Desa Sidobandung Kec. Kapas Kab. Bojonegoro, Jawa Timur JAWA TIMUR"
SPPG Bojonegoro Baureno Pucangarum,"`SPPG Yayasan Bening Samudro Tlogoagung Desa Pucangarum, Kecamatan Baureno, Kabupaten Bojonegoro, Provinsi Jawa Timur,",31-07-2025,JAWA TIMUR,Wilayah II,Fania Ananta Romadhoni,,"Bojonegoro Baureno Pucangarum ` Yayasan Bening Samudro Tlogoagung Desa Pucangarum, Kecamatan Baureno, Kabupaten Bojonegoro, Provinsi Jawa Timur, JAWA TIMUR"
SPPG Bojonegoro Kepohbaru Brangkal,"Jalan Baureno Kepohbaru, Desa Brangkal RT 01 RW 01 Kec. Kepoh baru Kabupaten Bojonegoro",14-07-2025,JAWA TIMUR,Wilayah II,Febita Agustin Nurhalimah ,,"Bojonegoro Kepohbaru Brangkal Jalan Baureno Kepohbaru, Desa Brangkal RT 01 RW 01 Kec. Kepoh baru Kabupaten Bojonegoro JAWA TIMUR"
SPPG Bojonegoro Kepohbaru Karangan,"DUSUN TULUNG RT 021 RW 005, DESA KARANGAN KEC. KEPOHBARU KABUPATEN BOJONEGORO",18-08-2025,JAWA TIMUR,Wilayah II,Kelana Sakti,,"Bojonegoro Kepohbaru Karangan DUSUN TULUNG RT 021 RW 005, DESA KARANGAN KEC. KEPOHBARU KABUPATEN BOJONEGORO JAWA TIMUR"
SPPG Bolaang Mongondow Selatan Posigadan Iloheluma,"Jl. Trans Sulawesi Lintas Selatan&amp;amp;amp;amp;amp;amp;nbsp;Desa&amp;amp;amp;amp;amp;amp;nbsp;Iloheluma, Kecamatan Posigadan, Kabupaten Bolaang Mongondow Selatan, Provinsi Sulawesi Utara",09-09-2025,SULAWESI UTARA,Wilayah III,Satrio Pulumoduyo,,"Bolaang Mongondow Selatan Posigadan Iloheluma Jl. Trans Sulawesi Lintas Selatan&amp;amp;amp;amp;amp;amp;nbsp;Desa&amp;amp;amp;amp;amp;amp;nbsp;Iloheluma, Kecamatan Posigadan, Kabupaten Bolaang Mongondow Selatan, Provinsi Sulawesi Utara SULAWESI UTARA"
SPPG Bondowoso Pakem Patemon,"Ds. Patemon, Dusun Kendal RT 01 RW 01, Kec. Pakem",02-06-2025,JAWA TIMUR,Wilayah II,Zhahwanda Anasty Prassadewi,Yayasan Pendidikan Islam Baitul Hikmah Al Imraniyyah,"Bondowoso Pakem Patemon Ds. Patemon, Dusun Kendal RT 01 RW 01, Kec. Pakem JAWA TIMUR"
SPPG Bondowoso Tamanan Wonosuko,Dusun Krajan Barat Rt.001 RW.001 Desa Wonosuko Kecamatan Tamanan,-,JAWA TIMUR,Wilayah II,Muhammad Izzat Abdi,,Bondowoso Tamanan Wonosuko Dusun Krajan Barat Rt.001 RW.001 Desa Wonosuko Kecamatan Tamanan JAWA TIMUR
SPPG Bone Tanete Riattang Barat Macege,"Jl. Husein Badawi Kelurahan Macege Kecamatan Tanete Riattang Barat Kabupaten Bone Sulawesi Selatan , Macege, Tanete Riattang Barat, Kab. Bone, Sulawesi Selatan",05-09-2025,SULAWESI SELATAN,Wilayah III,Muhammad Risal,,"Bone Tanete Riattang Barat Macege Jl. Husein Badawi Kelurahan Macege Kecamatan Tanete Riattang Barat Kabupaten Bone Sulawesi Selatan , Macege, Tanete Riattang Barat, Kab. Bone, Sulawesi Selatan SULAWESI SELATAN"
SPPG Boyolali Ampel Tanduk 2,"Dukuh Bakalan Rt 002 Rw 006, Desa Tanduk, Kecamatan Ampel, Kabupaten Boyolali, Jawa Tengah",19-09-2025,JAWA TENGAH,Wilayah II,Muhammad Irvan Alamsyah,,"Boyolali Ampel Tanduk 2 Dukuh Bakalan Rt 002 Rw 006, Desa Tanduk, Kecamatan Ampel, Kabupaten Boyolali, Jawa Tengah JAWA TENGAH"
SPPG Boyolali Andong Beji 2,"Jl. Proklamasi No 1, Bandung Lor Rt 21/03 Beji, Andong&amp;amp;amp;amp;amp;amp;nbsp;Boyolali",15-09-2025,JAWA TENGAH,Wilayah II,Muchammad Thoriiq Nabeel,,"Boyolali Andong Beji 2 Jl. Proklamasi No 1, Bandung Lor Rt 21/03 Beji, Andong&amp;amp;amp;amp;amp;amp;nbsp;Boyolali JAWA TENGAH"
SPPG Boyolali Klego Blumbang,"Dusun Glagahombo, RT 014 RW 004, Desa Blumbang, Kecamatan Klego, Kabupaten Boyolali, Jawa Tengah",21-08-2025,JAWA TENGAH,Wilayah II,Mahendra Noor Febriyanto,,"Boyolali Klego Blumbang Dusun Glagahombo, RT 014 RW 004, Desa Blumbang, Kecamatan Klego, Kabupaten Boyolali, Jawa Tengah JAWA TENGAH"
SPPG Boyolali Mojosongo Manggis,"Dk Dawar RT 04 RW 03 Desa Manggis, Kecamatan Mojosongo, Kabupaten Boyolali",18-08-2025,JAWA TENGAH,Wilayah II,Anas Farid Athaya,,"Boyolali Mojosongo Manggis Dk Dawar RT 04 RW 03 Desa Manggis, Kecamatan Mojosongo, Kabupaten Boyolali JAWA TENGAH"
SPPG Boyolali Ngemplak Gagaksipat 2,"Dukuh Kelipan RT 001 RW 007 Desa Gagaksipat, Kecamatan Ngemplak, Kabupaten Boyolali, Provinsi Jawa Tengah",06-01-2025,JAWA TENGAH,Wilayah II,Yuwida Salma Lova,,"Boyolali Ngemplak Gagaksipat 2 Dukuh Kelipan RT 001 RW 007 Desa Gagaksipat, Kecamatan Ngemplak, Kabupaten Boyolali, Provinsi Jawa Tengah JAWA TENGAH"
SPPG Boyolali Nogosari Rembun,"Dukuh Mojobaru, RT 006 RW 007, Desa Rembun, Kecamatan Nogosari, Kabupaten Boyolali, Jawa Tengah",15-08-2025,JAWA TENGAH,Wilayah II,Dyah Dwi Permatasari,,"Boyolali Nogosari Rembun Dukuh Mojobaru, RT 006 RW 007, Desa Rembun, Kecamatan Nogosari, Kabupaten Boyolali, Jawa Tengah JAWA TENGAH"
SPPG Boyolali Teras Sudimoro,"Dusun Dampit, Desa Sudimoro, Kecamatan Teras, Kabupaten Boyolali, Provinsi Jawa Tengah",18-10-2025,JAWA TENGAH,Wilayah II,Muhammad Rizki Pradana Putra,,"Boyolali Teras Sudimoro Dusun Dampit, Desa Sudimoro, Kecamatan Teras, Kabupaten Boyolali, Provinsi Jawa Tengah JAWA TENGAH"
SPPG Brebes Banjarharjo Bandungsari,"Sindangraja, Bandungsari, Kecamatan. Banjarharjo, Kabupaten Brebes, Jawa Tengah",10-06-2025,JAWA TENGAH,Wilayah II,Kharis Habib Hidayat ,Yayasan Patriot Solidaritas Nusantara,"Brebes Banjarharjo Bandungsari Sindangraja, Bandungsari, Kecamatan. Banjarharjo, Kabupaten Brebes, Jawa Tengah JAWA TENGAH"
SPPG Brebes Brebes Padasugih,"RT 1 RW 4 Ds Klapasawit Desa Padasugih 
Kec Brebes, Padasugih Brebes, Kab. Brebes, Jawa Tengah",16-09-2025,JAWA TENGAH,Wilayah II,Evi Astuti,,"Brebes Brebes Padasugih RT 1 RW 4 Ds Klapasawit Desa Padasugih 
Kec Brebes, Padasugih Brebes, Kab. Brebes, Jawa Tengah JAWA TENGAH"
SPPG Brebes Bumiayu Kalilangkap,"Kalisumur, Kalilangkap, Kabupaten Brebes, Jawa Tengah, KALILANGKAP, BUMIAYU, KAB. BREBES, JAWA TENGAH",06-10-2025,JAWA TENGAH,Wilayah II,PUJI ALFIYAN,,"Brebes Bumiayu Kalilangkap Kalisumur, Kalilangkap, Kabupaten Brebes, Jawa Tengah, KALILANGKAP, BUMIAYU, KAB. BREBES, JAWA TENGAH JAWA TENGAH"
SPPG Brebes Sirampog Kaligiri,"Jl. Pakishaji RT 04 RW 04,Desa Kaligiri, Kecamatan Sirampog, Kabupaten Brebes, Provinsi Jawa Tengah",28-07-2025,JAWA TENGAH,Wilayah II,Lili Nur Intan,Yayasan Pakis Madani Berdikari,"Brebes Sirampog Kaligiri Jl. Pakishaji RT 04 RW 04,Desa Kaligiri, Kecamatan Sirampog, Kabupaten Brebes, Provinsi Jawa Tengah JAWA TENGAH"
SPPG Buleleng Banjar Temukus,"Jalan Seririt&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;ndash;Singaraja, Desa Temukus, Banjar Dinas Pegayaman, Kecamatan Banjar, Kabupaten Buleleng, Bali",22-08-2025,BALI,Wilayah III,Putu Loji Putra Dermawan Ginantara,,"Buleleng Banjar Temukus Jalan Seririt&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;ndash;Singaraja, Desa Temukus, Banjar Dinas Pegayaman, Kecamatan Banjar, Kabupaten Buleleng, Bali BALI"
SPPG Buleleng Busungbiu Busungbiu,"Jalan Amerta, Kilometer 0,5, Banjar Dinas Kelod, Desa Busungbiu, Kecamatan Busungbiu, Kabupaten Buleleng, Bali",22-08-2025,BALI,Wilayah III,Putu Rosy Agustini,,"Buleleng Busungbiu Busungbiu Jalan Amerta, Kilometer 0,5, Banjar Dinas Kelod, Desa Busungbiu, Kecamatan Busungbiu, Kabupaten Buleleng, Bali BALI"
SPPG Buleleng Sukasada Pancasari,"SPPG Yayasan Widya Dharma Bali Jalan Singaraja&amp;amp;amp;amp;amp;amp;amp;amp;ndash;Denpasar KM 4, Lingkar Sangket, Kecamatan Sukasada, Kabupaten Buleleng, Bali",24-08-2025,BALI,Wilayah III,Ketut Pingki Ardina,,"Buleleng Sukasada Pancasari  Yayasan Widya Dharma Bali Jalan Singaraja&amp;amp;amp;amp;amp;amp;amp;amp;ndash;Denpasar KM 4, Lingkar Sangket, Kecamatan Sukasada, Kabupaten Buleleng, Bali BALI"
SPPG Bulukumba Rilauale Palampang,Jln Poros Balimbing Ligkungan Sapepe Kel. Palampang Kecamatan Rilau Ale Kab. Bulukumba,04-08-2025,SULAWESI SELATAN,Wilayah III,Wahyuningsih,,Bulukumba Rilauale Palampang Jln Poros Balimbing Ligkungan Sapepe Kel. Palampang Kecamatan Rilau Ale Kab. Bulukumba SULAWESI SELATAN
SPPG Bulukumba Ujungloe Dannuang,"Jl. Batulohe Kel. Dannuang Kecamatan Ujungloe Kabupaten Bulukumba, Dannuang, Ujungloe, Kabupaten Bulukumba, Sulawesi Selatan",28-09-2025,SULAWESI SELATAN,Wilayah III,Andi Bintang Lantara,,"Bulukumba Ujungloe Dannuang Jl. Batulohe Kel. Dannuang Kecamatan Ujungloe Kabupaten Bulukumba, Dannuang, Ujungloe, Kabupaten Bulukumba, Sulawesi Selatan SULAWESI SELATAN"
SPPG Buru Selatan Ambalau Elara,"Jl. Niwelholone, Desa Elara Rt.00.Rw.00, Kecamatan Ambalau, Kabupaten Buru Selatan, Maluku",29-08-2025,MALUKU,Wilayah III,Muhammad Sarabiti,,"Buru Selatan Ambalau Elara Jl. Niwelholone, Desa Elara Rt.00.Rw.00, Kecamatan Ambalau, Kabupaten Buru Selatan, Maluku MALUKU"
SPPG Buton Tengah Gu Watulea,Jl. Poros Muna-Labungkari (Samping Kantor Lsm Sintesa) Buton Tengah Kecamastan Gu Kelurahan Watulea Rt 002 Rw 002,26-08-2025,SULAWESI TENGGARA,Wilayah III,Muhammad Basrah,,Buton Tengah Gu Watulea Jl. Poros Muna-Labungkari (Samping Kantor Lsm Sintesa) Buton Tengah Kecamastan Gu Kelurahan Watulea Rt 002 Rw 002 SULAWESI TENGGARA
SPPG Buton Tengah Mawasangka Tengah Lanto,"Jl. Poros Mawasangka-Labungkari Rt 001 Rw 002 Dusun Garangga Desa Lanto, Kode Pos: 93764, Lanto, Mawasangka Tengah, Kab. Buton Tengah, Sulawesi Tenggara",23-09-2025,SULAWESI TENGGARA,Wilayah III,"L. Muh. Fazwan, S.AP",,"Buton Tengah Mawasangka Tengah Lanto Jl. Poros Mawasangka-Labungkari Rt 001 Rw 002 Dusun Garangga Desa Lanto, Kode Pos: 93764, Lanto, Mawasangka Tengah, Kab. Buton Tengah, Sulawesi Tenggara SULAWESI TENGGARA"
SPPG Ciamis Kawali Kawali,"Jl. Pamengker Rt 001 Rw 05 Dusun Kawali, Kecamatan Kawali, Kabupaten Ciamis, Jawa Barat",22-09-2025,JAWA BARAT,Wilayah II,Lutfi Rifqi Rabbani,,"Ciamis Kawali Kawali Jl. Pamengker Rt 001 Rw 05 Dusun Kawali, Kecamatan Kawali, Kabupaten Ciamis, Jawa Barat JAWA BARAT"
SPPG Ciamis Lakbok Sidaharja,Dusun Jamban RT 015 RW 003 Desa Sidaharja Kecamatan Lakbok Kabupaten Ciamis Provinsi Jawa Barat,26-05-2025,JAWA BARAT,Wilayah II, Ilham Nur Suryana,Yayasan Bumi Mutiara Insani,Ciamis Lakbok Sidaharja Dusun Jamban RT 015 RW 003 Desa Sidaharja Kecamatan Lakbok Kabupaten Ciamis Provinsi Jawa Barat JAWA BARAT
SPPG Ciamis Lumbung Darmaraja,"Jl. Babantar-Sadewata Dusun Awiluar Rt.001 Rw.001, Darmaraja, Lumbung, Kab. Ciamis, Jawa Barat",09-09-2025,JAWA BARAT,Wilayah II,"Depan Moh Adi Saputra, S.M.",,"Ciamis Lumbung Darmaraja Jl. Babantar-Sadewata Dusun Awiluar Rt.001 Rw.001, Darmaraja, Lumbung, Kab. Ciamis, Jawa Barat JAWA BARAT"
SPPG Ciamis Panawangan Cinyasag,"Dusun Kaliwon RT 004 RW 004, Desa Cinyasag, Kecamatan Panawangan, Kabupaten Ciamis, Jawa Barat,",22-08-2025,JAWA BARAT,Wilayah II,Syahrul Mubarok,,"Ciamis Panawangan Cinyasag Dusun Kaliwon RT 004 RW 004, Desa Cinyasag, Kecamatan Panawangan, Kabupaten Ciamis, Jawa Barat, JAWA BARAT"
SPPG Ciamis Sukadana Bunter,"Dusun Cisadap Rt 004 / Rw 003, Desa Bunter Kecamatan Sukadana Kabupaten Ciamis, Jawa Barat",09-10-2025,JAWA BARAT,Wilayah II,Ogi Sugiat,,"Ciamis Sukadana Bunter Dusun Cisadap Rt 004 / Rw 003, Desa Bunter Kecamatan Sukadana Kabupaten Ciamis, Jawa Barat JAWA BARAT"
SPPG Cianjur Bojongpicung Neglasari,Kp. Babakansoka RT 01 RW 06 Desa Neglasari Kecamatan Bojongpicung Kabupaten Cianjur Provinsi Jawa Barat,24-09-2025,JAWA BARAT,Wilayah II,"FAHLA BACHTIAR, S.P",,Cianjur Bojongpicung Neglasari Kp. Babakansoka RT 01 RW 06 Desa Neglasari Kecamatan Bojongpicung Kabupaten Cianjur Provinsi Jawa Barat JAWA BARAT
SPPG Cianjur Bojongpicung Neglasari 2,Kampung Hunyur Rt. 003 Rw. 004 Desa Neglasari Kecamatan Bojong Picung Kabupaten Cianjur Jawa Barat,04-10-2025,JAWA BARAT,Wilayah II,Zakky Hasan Latif,,Cianjur Bojongpicung Neglasari 2 Kampung Hunyur Rt. 003 Rw. 004 Desa Neglasari Kecamatan Bojong Picung Kabupaten Cianjur Jawa Barat JAWA BARAT
SPPG Cianjur Cijati Parakantugu,"Jl. Parakantugu Rt 001 Rw 001 Desa Parakantugu Kecamatan Cijati Kabupaten Cianjur, Jawa Barat",22-09-2025,JAWA BARAT,Wilayah II,Dede Suhendi,,"Cianjur Cijati Parakantugu Jl. Parakantugu Rt 001 Rw 001 Desa Parakantugu Kecamatan Cijati Kabupaten Cianjur, Jawa Barat JAWA BARAT"
SPPG Cianjur Cilaku Rancagoong 3,"Kampung Cisarua Rt 01/07 Dessa Rancagoong Kecamatan Cilaku&amp;amp;amp;amp;amp;amp;nbsp;Kabupaten&amp;amp;amp;amp;amp;amp;nbsp;Cianjur, Jawa Barat",01-10-2025,JAWA BARAT,Wilayah II,Diman Maulana,,"Cianjur Cilaku Rancagoong 3 Kampung Cisarua Rt 01/07 Dessa Rancagoong Kecamatan Cilaku&amp;amp;amp;amp;amp;amp;nbsp;Kabupaten&amp;amp;amp;amp;amp;amp;nbsp;Cianjur, Jawa Barat JAWA BARAT"
SPPG Cianjur Haurwangi Haurwangi,Kp. Sipon Kaler No 47. RT. 001 RW. 013,05-05-2025,JAWA BARAT,Wilayah II,Gilang,Yayasan Berkah Abdi Sadaya,Cianjur Haurwangi Haurwangi Kp. Sipon Kaler No 47. RT. 001 RW. 013 JAWA BARAT
SPPG Cianjur Pagelaran Buniwangi,"Kampung Buniwangi Rt 002 Rw 004 Desa Buniwangi Kecamatan Pagelaran Kabupaten Cianjur, Jawa Barat",19-09-2025,JAWA BARAT,Wilayah II,M Bagus Alfarid S.H.,,"Cianjur Pagelaran Buniwangi Kampung Buniwangi Rt 002 Rw 004 Desa Buniwangi Kecamatan Pagelaran Kabupaten Cianjur, Jawa Barat JAWA BARAT"
SPPG Cianjur Pagelaran Kertaraharja,Kampung Bojongloa Rt 002 Rw 001 Desa Kertaraharja Kecamatan Pagelaran Kabupaten Cianjur Jawa Barat,02-10-2025,JAWA BARAT,Wilayah II,Sunandar,,Cianjur Pagelaran Kertaraharja Kampung Bojongloa Rt 002 Rw 001 Desa Kertaraharja Kecamatan Pagelaran Kabupaten Cianjur Jawa Barat JAWA BARAT
SPPG Cianjur Pasirkuda Kubang,Kampung Kubang Rt 001 Rw 003 Desa Kubang Kecamatan Pasirkuda Kabupaten Cianjur Jawa Barat,02-10-2025,JAWA BARAT,Wilayah II,Aras Nurahman,,Cianjur Pasirkuda Kubang Kampung Kubang Rt 001 Rw 003 Desa Kubang Kecamatan Pasirkuda Kabupaten Cianjur Jawa Barat JAWA BARAT
SPPG Cianjur Sindangbarang Talagasari,"Kampung Cikawung RT 01 RW 02, Desa Talagasari, Kecamatan Sindangbarang, Kabupaten Cianjur, Jawa Barat",21-08-2025,JAWA BARAT,Wilayah II,Ridwan Surya Djaya,,"Cianjur Sindangbarang Talagasari Kampung Cikawung RT 01 RW 02, Desa Talagasari, Kecamatan Sindangbarang, Kabupaten Cianjur, Jawa Barat JAWA BARAT"
SPPG Cianjur Tanggeung Bojongpetir,Kampung Sukadami Rt 001 Rw 003 Desa Bojongpetir Kecamatan Tanggeung  Kabupaten Cianjur Jawa Barat,04-10-2025,JAWA BARAT,Wilayah II,Toni Sagita Permana,,Cianjur Tanggeung Bojongpetir Kampung Sukadami Rt 001 Rw 003 Desa Bojongpetir Kecamatan Tanggeung  Kabupaten Cianjur Jawa Barat JAWA BARAT
SPPG Cianjur Warungkondang Cisarandi 2,"Kampung Pasir Dengkeng Rt.02 Rw04 Desa Cisarandi Kecamatan Warkon Kabupaten Cianjur, Jawa Barat",13-09-2025,JAWA BARAT,Wilayah II,Dias Nugraha,,"Cianjur Warungkondang Cisarandi 2 Kampung Pasir Dengkeng Rt.02 Rw04 Desa Cisarandi Kecamatan Warkon Kabupaten Cianjur, Jawa Barat JAWA BARAT"
SPPG Cilacap Kawunganten Kalijeruk,"Dusun cilemba RT 01 RW 01 Desa Kalijeruk, Kecamatan Kawunganten, Kabupaten Cilacap, Provinsi Jawa Tengah",19-08-2025,JAWA TENGAH,Wilayah II,"Nurhotimah, S.M.",,"Cilacap Kawunganten Kalijeruk Dusun cilemba RT 01 RW 01 Desa Kalijeruk, Kecamatan Kawunganten, Kabupaten Cilacap, Provinsi Jawa Tengah JAWA TENGAH"
SPPG Cilacap Maos Karangrena,"Jl. Hansip Barat RT 03 RW 01 Desa Karangrena, Kec. Maos Kab. Cilacap, KARANGRENA, MAOS, KAB. CILACAP, JAWA TENGAH",19-08-2025,JAWA TENGAH,Wilayah II,Diah Putri Ayu Susanti,,"Cilacap Maos Karangrena Jl. Hansip Barat RT 03 RW 01 Desa Karangrena, Kec. Maos Kab. Cilacap, KARANGRENA, MAOS, KAB. CILACAP, JAWA TENGAH JAWA TENGAH"
SPPG Cirebon Gempol Gempol,"Desa Gempol Blok Masjid RT. 01 RW. 03, Jalan Raya Cirebon&amp;amp;amp;amp;amp;amp;ndash;Bandung, Kecamatan Gempol, Kabupaten Cirebon, Provinsi Jawa Barat.",21-08-2025,JAWA BARAT,Wilayah II,Ramadhan Trysurya Milenium,,"Cirebon Gempol Gempol Desa Gempol Blok Masjid RT. 01 RW. 03, Jalan Raya Cirebon&amp;amp;amp;amp;amp;amp;ndash;Bandung, Kecamatan Gempol, Kabupaten Cirebon, Provinsi Jawa Barat. JAWA BARAT"
SPPG Cirebon Suranenggala Keraton,"Jl. Sunan gunung jati desa purwawinangun kec suranenggala blok pabean kulon rt 5 rw 4, KAB. CIREBON, SURANENGGALA, JAWA BARAT,&amp;amp;amp;amp;nbsp;ID,&amp;amp;amp;amp;nbsp;45659",28-09-2025,JAWA BARAT,Wilayah II,Iqbaal Rizqi Effyanto,,"Cirebon Suranenggala Keraton Jl. Sunan gunung jati desa purwawinangun kec suranenggala blok pabean kulon rt 5 rw 4, KAB. CIREBON, SURANENGGALA, JAWA BARAT,&amp;amp;amp;amp;nbsp;ID,&amp;amp;amp;amp;nbsp;45659 JAWA BARAT"
SPPG Cirebon Talun Kerandon,"Jalan Iring Iring, Blok Iring Iring Dusun III Nomor 56, RT 002 RW 004, Desa Kerandon, Kecamatan Talun, Kabupaten Cirebon, Provinsi Jawa Barat, Kode Pos 45171",23-08-2025,JAWA BARAT,Wilayah II,Wildan Pamungkas,,"Cirebon Talun Kerandon Jalan Iring Iring, Blok Iring Iring Dusun III Nomor 56, RT 002 RW 004, Desa Kerandon, Kecamatan Talun, Kabupaten Cirebon, Provinsi Jawa Barat, Kode Pos 45171 JAWA BARAT"
SPPG Deiyai Tigi Waghete I 2,"Jl.Tigi Doow, Kampung Tigi Doow, Distrik Tigi, Kab Deiyai. Prov. Papua Tengah, Waghete I, Tigi, Kab. Deiyai, Papua Tengah",22-09-2025,PAPUA TENGAH,Wilayah III,Agusten Anouw,,"Deiyai Tigi Waghete I 2 Jl.Tigi Doow, Kampung Tigi Doow, Distrik Tigi, Kab Deiyai. Prov. Papua Tengah, Waghete I, Tigi, Kab. Deiyai, Papua Tengah PAPUA TENGAH"
